semana,fecha_lunes,anio_iso,semana_iso,sku,ventas_cajas,dias_sin_stock,promocion,precio_lista_clp,precio_efectivo_clp
112,2025-11-17,2025,47,CIT-L15,2083.0,0.0,0,7980,7980
113,2025-11-24,2025,48,CIT-L15,2584.0,0.0,0,7980,7980
114,2025-12-01,2025,49,CIT-L15,3126.0,0.0,0,7980,7980
115,2025-12-08,2025,50,CIT-L15,2924.0,0.0,0,7980,7980
116,2025-12-15,2025,51,CIT-L15,2820.0,0.0,0,7980,7980
117,2025-12-22,2025,52,CIT-L15,3615.0,0.0,1,7980,6431
118,2025-12-29,2026,1,CIT-L15,2320.0,0.0,0,7980,7980
119,2026-01-05,2026,2,CIT-L15,3013.0,0.0,0,7980,7980
120,2026-01-12,2026,3,CIT-L15,2667.0,0.0,0,7980,7980
121,2026-01-19,2026,4,CIT-L15,2267.0,0.0,0,7980,7980
122,2026-01-26,2026,5,CIT-L15,3232.0,0.0,0,7980,7980
123,2026-02-02,2026,6,CIT-L15,2695.0,0.0,0,7980,7980
124,2026-02-09,2026,7,CIT-L15,2737.0,0.0,0,7980,7980
125,2026-02-16,2026,8,CIT-L15,2632.0,0.0,0,7980,7980
126,2026-02-23,2026,9,CIT-L15,2694.0,0.0,0,7980,7980
127,2026-03-02,2026,10,CIT-L15,3021.0,0.0,0,7980,7980
128,2026-03-09,2026,11,CIT-L15,2623.0,0.0,0,7980,7980
129,2026-03-16,2026,12,CIT-L15,3997.0,0.0,1,7980,6663
130,2026-03-23,2026,13,CIT-L15,1944.0,0.0,0,7980,7980
131,2026-03-30,2026,14,CIT-L15,2088.0,0.0,0,7980,7980
132,2026-04-06,2026,15,CIT-L15,2285.0,0.0,0,7980,7980
133,2026-04-13,2026,16,CIT-L15,2039.0,0.0,0,7980,7980
134,2026-04-20,2026,17,CIT-L15,1966.0,0.0,0,7980,7980
135,2026-04-27,2026,18,CIT-L15,1989.0,0.0,0,7980,7980
136,2026-05-04,2026,19,CIT-L15,1887.0,0.0,0,7980,7980
137,2026-05-11,2026,20,CIT-L15,1507.0,0.0,0,7980,7980
138,2026-05-18,2026,21,CIT-L15,1821.0,0.0,0,7980,7980
139,2026-05-25,2026,22,CIT-L15,1308.0,0.0,0,7980,7980
140,2026-06-01,2026,23,CIT-L15,1385.0,0.0,0,7980,7980
141,2026-06-08,2026,24,CIT-L15,2193.0,0.0,1,7980,6485
142,2026-06-15,2026,25,CIT-L15,1106.0,0.0,0,7980,7980
143,2026-06-22,2026,26,CIT-L15,1286.0,0.0,0,7980,7980
144,2026-06-29,2026,27,CIT-L15,1113.0,0.0,0,7980,7980
145,2026-07-06,2026,28,CIT-L15,1135.0,0.0,0,7980,7980
146,2026-07-13,2026,29,CIT-L15,1360.0,0.0,0,7980,7980
147,2026-07-20,2026,30,CIT-L15,1136.0,0.0,0,7980,7980
148,2026-07-27,2026,31,CIT-L15,1295.0,0.0,0,7980,7980
149,2026-08-03,2026,32,CIT-L15,1813.0,0.0,0,7980,7980
150,2026-08-10,2026,33,CIT-L15,1196.0,0.0,0,7980,7980
151,2026-08-17,2026,34,CIT-L15,1558.0,0.0,0,7980,7980
152,2026-08-24,2026,35,CIT-L15,2762.0,0.0,1,7980,5842
153,2026-08-31,2026,36,CIT-L15,1367.0,0.0,0,7980,7980
154,2026-09-07,2026,37,CIT-L15,1672.0,0.0,0,7980,7980
155,2026-09-14,2026,38,CIT-L15,1612.0,0.0,0,7980,7980
156,2026-09-21,2026,39,CIT-L15,1936.0,0.0,0,7980,7980
1,2023-10-02,2023,40,CIT-L30,360.0,0.0,0,10640,10640
2,2023-10-09,2023,41,CIT-L30,434.0,0.0,0,10640,10640
3,2023-10-16,2023,42,CIT-L30,461.0,0.0,0,10640,10640
4,2023-10-23,2023,43,CIT-L30,539.0,0.0,1,10640,8374
5,2023-10-30,2023,44,CIT-L30,364.0,0.0,0,10640,10640
6,2023-11-06,2023,45,CIT-L30,468.0,0.0,0,10640,10640
7,2023-11-13,2023,46,CIT-L30,603.0,0.0,0,10640,10640
8,2023-11-20,2023,47,CIT-L30,466.0,0.0,0,10640,10640
9,2023-11-27,2023,48,CIT-L30,539.0,0.0,0,10640,10640
10,2023-12-04,2023,49,CIT-L30,797.0,0.0,1,10640,8180
11,2023-12-11,2023,50,CIT-L30,463.0,0.0,0,10640,10640
12,2023-12-18,2023,51,CIT-L30,681.0,0.0,0,10640,10640
13,2023-12-25,2023,52,CIT-L30,579.0,0.0,0,10640,10640
14,2024-01-01,2024,1,CIT-L30,656.0,0.0,0,10640,10640
15,2024-01-08,2024,2,CIT-L30,500.0,0.0,0,10640,10640
16,2024-01-15,2024,3,CIT-L30,606.0,0.0,0,10640,10640
17,2024-01-22,2024,4,CIT-L30,589.0,0.0,0,10640,10640
18,2024-01-29,2024,5,CIT-L30,649.0,0.0,0,10640,10640
19,2024-02-05,2024,6,CIT-L30,585.0,0.0,0,10640,10640
20,2024-02-12,2024,7,CIT-L30,655.0,0.0,0,10640,10640
21,2024-02-19,2024,8,CIT-L30,852.0,0.0,1,10640,7814
22,2024-02-26,2024,9,CIT-L30,508.0,0.0,0,10640,10640
23,2024-03-04,2024,10,CIT-L30,550.0,0.0,0,10640,10640
24,2024-03-11,2024,11,CIT-L30,500.0,0.0,0,10640,10640
25,2024-03-18,2024,12,CIT-L30,557.0,0.0,0,10640,10640
26,2024-03-25,2024,13,CIT-L30,496.0,0.0,0,10640,10640
27,2024-04-01,2024,14,CIT-L30,490.0,0.0,0,10640,10640
28,2024-04-08,2024,15,CIT-L30,613.0,0.0,1,10640,7977
29,2024-04-15,2024,16,CIT-L30,348.0,0.0,0,10640,10640
30,2024-04-22,2024,17,CIT-L30,403.0,0.0,0,10640,10640
31,2024-04-29,2024,18,CIT-L30,367.0,0.0,0,10640,10640
32,2024-05-06,2024,19,CIT-L30,366.0,0.0,0,10640,10640
33,2024-05-13,2024,20,CIT-L30,345.0,0.0,0,10640,10640
34,2024-05-20,2024,21,CIT-L30,321.0,0.0,0,10640,10640
35,2024-05-27,2024,22,CIT-L30,303.0,0.0,0,10640,10640
36,2024-06-03,2024,23,CIT-L30,292.0,0.0,0,10640,10640
37,2024-06-10,2024,24,CIT-L30,294.0,0.0,0,10640,10640
38,2024-06-17,2024,25,CIT-L30,446.0,0.0,1,10640,8982
39,2024-06-24,2024,26,CIT-L30,192.0,0.0,0,10640,10640
40,2024-07-01,2024,27,CIT-L30,245.0,0.0,0,10640,10640
41,2024-07-08,2024,28,CIT-L30,213.0,0.0,0,10640,10640
42,2024-07-15,2024,29,CIT-L30,243.0,0.0,0,10640,10640
43,2024-07-22,2024,30,CIT-L30,227.0,0.0,0,10640,10640
44,2024-07-29,2024,31,CIT-L30,252.0,0.0,0,10640,10640
45,2024-08-05,2024,32,CIT-L30,246.0,0.0,0,10640,10640
46,2024-08-12,2024,33,CIT-L30,234.0,0.0,0,10640,10640
47,2024-08-19,2024,34,CIT-L30,360.0,0.0,1,10640,8460
48,2024-08-26,2024,35,CIT-L30,279.0,0.0,0,10640,10640
49,2024-09-02,2024,36,CIT-L30,261.0,0.0,0,10640,10640
50,2024-09-09,2024,37,CIT-L30,292.0,0.0,0,10640,10640
51,2024-09-16,2024,38,CIT-L30,306.0,0.0,0,10640,10640
52,2024-09-23,2024,39,CIT-L30,423.0,0.0,0,10640,10640
53,2024-09-30,2024,40,CIT-L30,351.0,0.0,0,10640,10640
54,2024-10-07,2024,41,CIT-L30,417.0,0.0,0,10640,10640
55,2024-10-14,2024,42,CIT-L30,374.0,0.0,0,10640,10640
56,2024-10-21,2024,43,CIT-L30,440.0,0.0,0,10640,10640
57,2024-10-28,2024,44,CIT-L30,468.0,0.0,0,10640,10640
58,2024-11-04,2024,45,CIT-L30,583.0,0.0,1,10640,7688
59,2024-11-11,2024,46,CIT-L30,446.0,0.0,0,10640,10640
60,2024-11-18,2024,47,CIT-L30,639.0,0.0,0,10640,10640
61,2024-11-25,2024,48,CIT-L30,462.0,0.0,0,10640,10640
62,2024-12-02,2024,49,CIT-L30,551.0,0.0,0,10640,10640
63,2024-12-09,2024,50,CIT-L30,550.0,0.0,0,10640,10640
64,2024-12-16,2024,51,CIT-L30,487.0,0.0,0,10640,10640
65,2024-12-23,2024,52,CIT-L30,571.0,0.0,0,10640,10640
66,2024-12-30,2025,1,CIT-L30,538.0,0.0,1,10640,8766
67,2025-01-06,2025,2,CIT-L30,567.0,0.0,0,10640,10640
68,2025-01-13,2025,3,CIT-L30,531.0,0.0,0,10640,10640
69,2025-01-20,2025,4,CIT-L30,611.0,0.0,0,10640,10640
70,2025-01-27,2025,5,CIT-L30,646.0,0.0,0,10640,10640
71,2025-02-03,2025,6,CIT-L30,606.0,0.0,0,10640,10640
72,2025-02-10,2025,7,CIT-L30,604.0,0.0,1,10640,7638
73,2025-02-17,2025,8,CIT-L30,446.0,0.0,0,10640,10640
74,2025-02-24,2025,9,CIT-L30,617.0,0.0,0,10640,10640
75,2025-03-03,2025,10,CIT-L30,547.0,0.0,0,10640,10640
76,2025-03-10,2025,11,CIT-L30,538.0,0.0,0,10640,10640
77,2025-03-17,2025,12,CIT-L30,474.0,0.0,0,10640,10640
78,2025-03-24,2025,13,CIT-L30,523.0,0.0,0,10640,10640
79,2025-03-31,2025,14,CIT-L30,533.0,0.0,0,10640,10640
80,2025-04-07,2025,15,CIT-L30,437.0,0.0,0,10640,10640
81,2025-04-14,2025,16,CIT-L30,375.0,0.0,0,10640,10640
82,2025-04-21,2025,17,CIT-L30,377.0,0.0,0,10640,10640
83,2025-04-28,2025,18,CIT-L30,689.0,0.0,1,10640,7652
84,2025-05-05,2025,19,CIT-L30,245.0,0.0,0,10640,10640
85,2025-05-12,2025,20,CIT-L30,283.0,0.0,0,10640,10640
86,2025-05-19,2025,21,CIT-L30,336.0,0.0,0,10640,10640
87,2025-05-26,2025,22,CIT-L30,331.0,0.0,0,10640,10640
88,2025-06-02,2025,23,CIT-L30,261.0,0.0,0,10640,10640
89,2025-06-09,2025,24,CIT-L30,421.0,0.0,1,10640,7971
90,2025-06-16,2025,25,CIT-L30,220.0,0.0,0,10640,10640
91,2025-06-23,2025,26,CIT-L30,281.0,0.0,0,10640,10640
92,2025-06-30,2025,27,CIT-L30,218.0,0.0,0,10640,10640
93,2025-07-07,2025,28,CIT-L30,269.0,0.0,0,10640,10640
94,2025-07-14,2025,29,CIT-L30,241.0,0.0,0,10640,10640
95,2025-07-21,2025,30,CIT-L30,219.0,0.0,0,10640,10640
96,2025-07-28,2025,31,CIT-L30,230.0,0.0,0,10640,10640
97,2025-08-04,2025,32,CIT-L30,224.0,0.0,0,10640,10640
98,2025-08-11,2025,33,CIT-L30,237.0,0.0,0,10640,10640
99,2025-08-18,2025,34,CIT-L30,240.0,0.0,0,10640,10640
100,2025-08-25,2025,35,CIT-L30,272.0,0.0,0,10640,10640
101,2025-09-01,2025,36,CIT-L30,556.0,0.0,1,10640,7685
102,2025-09-08,2025,37,CIT-L30,272.0,0.0,0,10640,10640
103,2025-09-15,2025,38,CIT-L30,305.0,0.0,0,10640,10640
104,2025-09-22,2025,39,CIT-L30,355.0,0.0,0,10640,10640
105,2025-09-29,2025,40,CIT-L30,372.0,0.0,0,10640,10640
106,2025-10-06,2025,41,CIT-L30,430.0,0.0,0,10640,10640
107,2025-10-13,2025,42,CIT-L30,318.0,0.0,0,10640,10640
108,2025-10-20,2025,43,CIT-L30,357.0,0.0,0,10640,10640
109,2025-10-27,2025,44,CIT-L30,488.0,0.0,0,10640,10640
110,2025-11-03,2025,45,CIT-L30,447.0,0.0,0,10640,10640
111,2025-11-10,2025,46,CIT-L30,698.0,0.0,1,10640,8807
112,2025-11-17,2025,47,CIT-L30,430.0,0.0,0,10640,10640
113,2025-11-24,2025,48,CIT-L30,499.0,0.0,0,10640,10640
114,2025-12-01,2025,49,CIT-L30,596.0,0.0,0,10640,10640
115,2025-12-08,2025,50,CIT-L30,673.0,0.0,0,10640,10640
116,2025-12-15,2025,51,CIT-L30,544.0,0.0,0,10640,10640
117,2025-12-22,2025,52,CIT-L30,471.0,0.0,0,10640,10640
118,2025-12-29,2026,1,CIT-L30,628.0,0.0,0,10640,10640
119,2026-01-05,2026,2,CIT-L30,512.0,0.0,0,10640,10640
120,2026-01-12,2026,3,CIT-L30,562.0,0.0,0,10640,10640
121,2026-01-19,2026,4,CIT-L30,715.0,0.0,0,10640,10640
122,2026-01-26,2026,5,CIT-L30,880.0,0.0,0,10640,10640
123,2026-02-02,2026,6,CIT-L30,843.0,0.0,1,10640,8355
124,2026-02-09,2026,7,CIT-L30,512.0,0.0,0,10640,10640
125,2026-02-16,2026,8,CIT-L30,566.0,0.0,0,10640,10640
126,2026-02-23,2026,9,CIT-L30,573.0,0.0,0,10640,10640
127,2026-03-02,2026,10,CIT-L30,527.0,0.0,0,10640,10640
128,2026-03-09,2026,11,CIT-L30,556.0,0.0,0,10640,10640
129,2026-03-16,2026,12,CIT-L30,550.0,0.0,0,10640,10640
130,2026-03-23,2026,13,CIT-L30,429.0,0.0,0,10640,10640
131,2026-03-30,2026,14,CIT-L30,488.0,0.0,0,10640,10640
132,2026-04-06,2026,15,CIT-L30,456.0,0.0,0,10640,10640
133,2026-04-13,2026,16,CIT-L30,367.0,0.0,0,10640,10640
134,2026-04-20,2026,17,CIT-L30,538.0,0.0,1,10640,8579
135,2026-04-27,2026,18,CIT-L30,369.0,0.0,0,10640,10640
136,2026-05-04,2026,19,CIT-L30,352.0,0.0,0,10640,10640
137,2026-05-11,2026,20,CIT-L30,327.0,0.0,0,10640,10640
138,2026-05-18,2026,21,CIT-L30,362.0,0.0,0,10640,10640
139,2026-05-25,2026,22,CIT-L30,306.0,0.0,0,10640,10640
140,2026-06-01,2026,23,CIT-L30,301.0,0.0,0,10640,10640
141,2026-06-08,2026,24,CIT-L30,329.0,0.0,0,10640,10640
142,2026-06-15,2026,25,CIT-L30,308.0,0.0,0,10640,10640
143,2026-06-22,2026,26,CIT-L30,278.0,0.0,0,10640,10640
144,2026-06-29,2026,27,CIT-L30,184.0,0.0,0,10640,10640
145,2026-07-06,2026,28,CIT-L30,336.0,0.0,1,10640,8055
146,2026-07-13,2026,29,CIT-L30,217.0,0.0,0,10640,10640
147,2026-07-20,2026,30,CIT-L30,237.0,0.0,0,10640,10640
148,2026-07-27,2026,31,CIT-L30,213.0,0.0,0,10640,10640
149,2026-08-03,2026,32,CIT-L30,205.0,0.0,0,10640,10640
150,2026-08-10,2026,33,CIT-L30,211.0,0.0,0,10640,10640
151,2026-08-17,2026,34,CIT-L30,268.0,0.0,0,10640,10640
152,2026-08-24,2026,35,CIT-L30,420.0,0.0,1,10640,7696
153,2026-08-31,2026,36,CIT-L30,276.0,0.0,0,10640,10640
154,2026-09-07,2026,37,CIT-L30,261.0,0.0,0,10640,10640
155,2026-09-14,2026,38,CIT-L30,303.0,0.0,0,10640,10640
156,2026-09-21,2026,39,CIT-L30,425.0,0.0,0,10640,10640
1,2023-10-02,2023,40,FUN-B05,1192.0,0.0,0,9920,9920
2,2023-10-09,2023,41,FUN-B05,1349.0,0.0,0,9920,9920
3,2023-10-16,2023,42,FUN-B05,1165.0,0.0,0,9920,9920
4,2023-10-23,2023,43,FUN-B05,1211.0,0.0,0,9920,9920
5,2023-10-30,2023,44,FUN-B05,1091.0,0.0,0,9920,9920
6,2023-11-06,2023,45,FUN-B05,1184.0,0.0,0,9920,9920
7,2023-11-13,2023,46,FUN-B05,1210.0,0.0,0,9920,9920
8,2023-11-20,2023,47,FUN-B05,1680.0,0.0,0,9920,9920
9,2023-11-27,2023,48,FUN-B05,1329.0,0.0,0,9920,9920
10,2023-12-04,2023,49,FUN-B05,1285.0,0.0,0,9920,9920
11,2023-12-11,2023,50,FUN-B05,2876.0,0.0,1,9920,7418
12,2023-12-18,2023,51,FUN-B05,1489.0,0.0,0,9920,9920
13,2023-12-25,2023,52,FUN-B05,1219.0,0.0,0,9920,9920
14,2024-01-01,2024,1,FUN-B05,1555.0,0.0,0,9920,9920
15,2024-01-08,2024,2,FUN-B05,1710.0,0.0,0,9920,9920
16,2024-01-15,2024,3,FUN-B05,1385.0,0.0,0,9920,9920
17,2024-01-22,2024,4,FUN-B05,1531.0,0.0,0,9920,9920
18,2024-01-29,2024,5,FUN-B05,1598.0,0.0,0,9920,9920
19,2024-02-05,2024,6,FUN-B05,2088.0,0.0,1,9920,7870
20,2024-02-12,2024,7,FUN-B05,1445.0,0.0,0,9920,9920
21,2024-02-19,2024,8,FUN-B05,1214.0,0.0,0,9920,9920
22,2024-02-26,2024,9,FUN-B05,1354.0,0.0,0,9920,9920
23,2024-03-04,2024,10,FUN-B05,1741.0,0.0,0,9920,9920
24,2024-03-11,2024,11,FUN-B05,1235.0,0.0,0,9920,9920
25,2024-03-18,2024,12,FUN-B05,2138.0,0.0,1,9920,8414
26,2024-03-25,2024,13,FUN-B05,1272.0,0.0,0,9920,9920
27,2024-04-01,2024,14,FUN-B05,1497.0,0.0,0,9920,9920
28,2024-04-08,2024,15,FUN-B05,1329.0,0.0,0,9920,9920
29,2024-04-15,2024,16,FUN-B05,1353.0,0.0,0,9920,9920
30,2024-04-22,2024,17,FUN-B05,1168.0,0.0,0,9920,9920
31,2024-04-29,2024,18,FUN-B05,1580.0,0.0,0,9920,9920
32,2024-05-06,2024,19,FUN-B05,1469.0,0.0,0,9920,9920
33,2024-05-13,2024,20,FUN-B05,1305.0,0.0,0,9920,9920
34,2024-05-20,2024,21,FUN-B05,1170.0,0.0,0,9920,9920
35,2024-05-27,2024,22,FUN-B05,2160.0,0.0,1,9920,7946
36,2024-06-03,2024,23,FUN-B05,994.0,0.0,0,9920,9920
37,2024-06-10,2024,24,FUN-B05,1140.0,0.0,0,9920,9920
38,2024-06-17,2024,25,FUN-B05,1149.0,0.0,0,9920,9920
39,2024-06-24,2024,26,FUN-B05,1252.0,0.0,0,9920,9920
40,2024-07-01,2024,27,FUN-B05,826.0,0.0,0,9920,9920
41,2024-07-08,2024,28,FUN-B05,988.0,0.0,0,9920,9920
42,2024-07-15,2024,29,FUN-B05,1303.0,0.0,0,9920,9920
43,2024-07-22,2024,30,FUN-B05,1093.0,0.0,0,9920,9920
44,2024-07-29,2024,31,FUN-B05,920.0,0.0,0,9920,9920
45,2024-08-05,2024,32,FUN-B05,1678.0,0.0,1,9920,7481
46,2024-08-12,2024,33,FUN-B05,1087.0,0.0,0,9920,9920
47,2024-08-19,2024,34,FUN-B05,1207.0,0.0,0,9920,9920
48,2024-08-26,2024,35,FUN-B05,1136.0,0.0,0,9920,9920
49,2024-09-02,2024,36,FUN-B05,990.0,0.0,0,9920,9920
50,2024-09-09,2024,37,FUN-B05,1271.0,0.0,0,9920,9920
51,2024-09-16,2024,38,FUN-B05,1071.0,0.0,0,9920,9920
52,2024-09-23,2024,39,FUN-B05,1956.0,0.0,1,9920,7122
53,2024-09-30,2024,40,FUN-B05,1012.0,0.0,0,9920,9920
54,2024-10-07,2024,41,FUN-B05,1305.0,0.0,0,9920,9920
55,2024-10-14,2024,42,FUN-B05,1742.0,0.0,0,9920,9920
56,2024-10-21,2024,43,FUN-B05,1500.0,0.0,0,9920,9920
57,2024-10-28,2024,44,FUN-B05,1378.0,0.0,0,9920,9920
58,2024-11-04,2024,45,FUN-B05,1810.0,0.0,0,9920,9920
59,2024-11-11,2024,46,FUN-B05,1437.0,0.0,0,9920,9920
60,2024-11-18,2024,47,FUN-B05,1382.0,0.0,0,9920,9920
61,2024-11-25,2024,48,FUN-B05,1599.0,0.0,0,9920,9920
62,2024-12-02,2024,49,FUN-B05,1620.0,0.0,0,9920,9920
63,2024-12-09,2024,50,FUN-B05,1658.0,0.0,0,9920,9920
64,2024-12-16,2024,51,FUN-B05,2316.0,0.0,1,9920,7276
65,2024-12-23,2024,52,FUN-B05,1358.0,0.0,0,9920,9920
66,2024-12-30,2025,1,FUN-B05,1699.0,0.0,0,9920,9920
67,2025-01-06,2025,2,FUN-B05,1663.0,0.0,0,9920,9920
68,2025-01-13,2025,3,FUN-B05,2180.0,0.0,0,9920,9920
69,2025-01-20,2025,4,FUN-B05,1676.0,0.0,0,9920,9920
70,2025-01-27,2025,5,FUN-B05,2292.0,0.0,0,9920,9920
71,2025-02-03,2025,6,FUN-B05,2026.0,0.0,0,9920,9920
72,2025-02-10,2025,7,FUN-B05,1820.0,0.0,0,9920,9920
73,2025-02-17,2025,8,FUN-B05,1520.0,0.0,0,9920,9920
74,2025-02-24,2025,9,FUN-B05,1666.0,0.0,0,9920,9920
75,2025-03-03,2025,10,FUN-B05,3053.0,0.0,1,9920,7865
76,2025-03-10,2025,11,FUN-B05,1613.0,0.0,0,9920,9920
77,2025-03-17,2025,12,FUN-B05,1520.0,0.0,0,9920,9920
78,2025-03-24,2025,13,FUN-B05,1760.0,0.0,0,9920,9920
79,2025-03-31,2025,14,FUN-B05,1883.0,0.0,0,9920,9920
80,2025-04-07,2025,15,FUN-B05,1406.0,0.0,0,9920,9920
81,2025-04-14,2025,16,FUN-B05,2525.0,0.0,1,9920,7434
82,2025-04-21,2025,17,FUN-B05,1184.0,0.0,0,9920,9920
83,2025-04-28,2025,18,FUN-B05,1357.0,0.0,0,9920,9920
84,2025-05-05,2025,19,FUN-B05,1506.0,0.0,0,9920,9920
85,2025-05-12,2025,20,FUN-B05,1244.0,0.0,0,9920,9920
86,2025-05-19,2025,21,FUN-B05,1341.0,0.0,0,9920,9920
87,2025-05-26,2025,22,FUN-B05,1576.0,0.0,0,9920,9920
88,2025-06-02,2025,23,FUN-B05,1294.0,0.0,0,9920,9920
89,2025-06-09,2025,24,FUN-B05,1384.0,0.0,0,9920,9920
90,2025-06-16,2025,25,FUN-B05,1347.0,0.0,0,9920,9920
91,2025-06-23,2025,26,FUN-B05,1225.0,0.0,0,9920,9920
92,2025-06-30,2025,27,FUN-B05,1332.0,0.0,0,9920,9920
93,2025-07-07,2025,28,FUN-B05,1958.0,0.0,1,9920,7821
94,2025-07-14,2025,29,FUN-B05,1139.0,0.0,0,9920,9920
95,2025-07-21,2025,30,FUN-B05,1266.0,0.0,0,9920,9920
96,2025-07-28,2025,31,FUN-B05,1033.0,0.0,0,9920,9920
97,2025-08-04,2025,32,FUN-B05,1721.0,0.0,0,9920,9920
98,2025-08-11,2025,33,FUN-B05,1965.0,0.0,0,9920,9920
99,2025-08-18,2025,34,FUN-B05,1579.0,0.0,0,9920,9920
100,2025-08-25,2025,35,FUN-B05,3388.0,0.0,1,9920,7977
101,2025-09-01,2025,36,FUN-B05,1241.0,0.0,0,9920,9920
102,2025-09-08,2025,37,FUN-B05,2002.0,0.0,0,9920,9920
103,2025-09-15,2025,38,FUN-B05,2261.0,0.0,0,9920,9920
104,2025-09-22,2025,39,FUN-B05,2102.0,0.0,0,9920,9920
105,2025-09-29,2025,40,FUN-B05,1671.0,0.0,0,9920,9920
106,2025-10-06,2025,41,FUN-B05,3635.0,0.0,1,9920,6971
107,2025-10-13,2025,42,FUN-B05,1747.0,0.0,0,9920,9920
108,2025-10-20,2025,43,FUN-B05,2371.0,0.0,0,9920,9920
109,2025-10-27,2025,44,FUN-B05,2279.0,0.0,0,9920,9920
110,2025-11-03,2025,45,FUN-B05,2073.0,0.0,0,9920,9920
111,2025-11-10,2025,46,FUN-B05,2271.0,0.0,0,9920,9920
112,2025-11-17,2025,47,FUN-B05,2458.0,0.0,0,9920,9920
113,2025-11-24,2025,48,FUN-B05,3675.0,0.0,1,9920,8342
114,2025-12-01,2025,49,FUN-B05,1874.0,0.0,0,9920,9920
115,2025-12-08,2025,50,FUN-B05,2448.0,0.0,0,9920,9920
116,2025-12-15,2025,51,FUN-B05,2683.0,0.0,0,9920,9920
117,2025-12-22,2025,52,FUN-B05,2969.0,0.0,0,9920,9920
118,2025-12-29,2026,1,FUN-B05,2397.0,0.0,0,9920,9920
119,2026-01-05,2026,2,FUN-B05,2722.0,0.0,0,9920,9920
120,2026-01-12,2026,3,FUN-B05,4120.0,0.0,1,9920,6962
121,2026-01-19,2026,4,FUN-B05,1878.0,0.0,0,9920,9920
122,2026-01-26,2026,5,FUN-B05,3129.0,0.0,0,9920,9920
123,2026-02-02,2026,6,FUN-B05,2935.0,0.0,0,9920,9920
124,2026-02-09,2026,7,FUN-B05,2268.0,0.0,0,9920,9920
125,2026-02-16,2026,8,FUN-B05,3509.0,0.0,0,9920,9920
126,2026-02-23,2026,9,FUN-B05,2904.0,0.0,0,9920,9920
127,2026-03-02,2026,10,FUN-B05,3008.0,0.0,0,9920,9920
128,2026-03-09,2026,11,FUN-B05,2998.0,0.0,0,9920,9920
129,2026-03-16,2026,12,FUN-B05,2898.0,0.0,0,9920,9920
130,2026-03-23,2026,13,FUN-B05,2603.0,0.0,0,9920,9920
131,2026-03-30,2026,14,FUN-B05,3450.0,0.0,1,9920,7280
132,2026-04-06,2026,15,FUN-B05,2342.0,0.0,0,9920,9920
133,2026-04-13,2026,16,FUN-B05,2306.0,0.0,0,9920,9920
134,2026-04-20,2026,17,FUN-B05,2008.0,0.0,0,9920,9920
135,2026-04-27,2026,18,FUN-B05,2288.0,0.0,0,9920,9920
136,2026-05-04,2026,19,FUN-B05,2420.0,0.0,0,9920,9920
137,2026-05-11,2026,20,FUN-B05,2761.0,0.0,0,9920,9920
138,2026-05-18,2026,21,FUN-B05,1927.0,0.0,0,9920,9920
139,2026-05-25,2026,22,FUN-B05,2047.0,0.0,0,9920,9920
140,2026-06-01,2026,23,FUN-B05,2697.0,0.0,0,9920,9920
141,2026-06-08,2026,24,FUN-B05,1895.0,0.0,0,9920,9920
142,2026-06-15,2026,25,FUN-B05,3281.0,0.0,1,9920,8131
143,2026-06-22,2026,26,FUN-B05,1702.0,0.0,0,9920,9920
144,2026-06-29,2026,27,FUN-B05,2097.0,0.0,0,9920,9920
145,2026-07-06,2026,28,FUN-B05,2145.0,0.0,0,9920,9920
146,2026-07-13,2026,29,FUN-B05,2184.0,0.0,0,9920,9920
147,2026-07-20,2026,30,FUN-B05,1739.0,0.0,0,9920,9920
148,2026-07-27,2026,31,FUN-B05,2472.0,0.0,0,9920,9920
149,2026-08-03,2026,32,FUN-B05,2310.0,0.0,0,9920,9920
150,2026-08-10,2026,33,FUN-B05,2236.0,0.0,0,9920,9920
151,2026-08-17,2026,34,FUN-B05,1956.0,0.0,0,9920,9920
152,2026-08-24,2026,35,FUN-B05,1844.0,0.0,0,9920,9920
153,2026-08-31,2026,36,FUN-B05,2850.0,0.0,1,9920,7621
154,2026-09-07,2026,37,FUN-B05,2029.0,0.0,0,9920,9920
155,2026-09-14,2026,38,FUN-B05,2060.0,0.0,0,9920,9920
156,2026-09-21,2026,39,FUN-B05,2427.0,0.0,0,9920,9920
1,2023-10-02,2023,40,FUN-B15,818.0,0.0,0,14880,14880
2,2023-10-09,2023,41,FUN-B15,786.0,0.0,0,14880,14880
3,2023-10-16,2023,42,FUN-B15,743.0,0.0,0,14880,14880
4,2023-10-23,2023,43,FUN-B15,775.0,0.0,0,14880,14880
5,2023-10-30,2023,44,FUN-B15,695.0,0.0,0,14880,14880
6,2023-11-06,2023,45,FUN-B15,930.0,0.0,0,14880,14880
7,2023-11-13,2023,46,FUN-B15,852.0,0.0,0,14880,14880
8,2023-11-20,2023,47,FUN-B15,712.0,0.0,0,14880,14880
9,2023-11-27,2023,48,FUN-B15,920.0,0.0,0,14880,14880
10,2023-12-04,2023,49,FUN-B15,1179.0,0.0,1,14880,10784
11,2023-12-11,2023,50,FUN-B15,762.0,0.0,0,14880,14880
12,2023-12-18,2023,51,FUN-B15,876.0,0.0,0,14880,14880
13,2023-12-25,2023,52,FUN-B15,932.0,0.0,0,14880,14880
14,2024-01-01,2024,1,FUN-B15,1025.0,0.0,0,14880,14880
