t,semana,iso_anio,iso_semana,sku,familia,formato_g,canal,pedidos_cajas,despachos_cajas,precio_clp_caja,promo,fiestas_patrias,semana_santa,planta_cerrada
168,2026-05-18,2026,21,TOM-480,TOM,480,Retail,6972.0,5505.0,13645.0,1,0,0,0
169,2026-05-25,2026,22,TOM-480,TOM,480,Retail,3235.0,3235.0,16652.0,0,0,0,0
170,2026-06-01,2026,23,TOM-480,TOM,480,Retail,5224.0,5224.0,16663.0,0,0,0,0
171,2026-06-08,2026,24,TOM-480,TOM,480,Retail,5318.0,5318.0,16674.0,0,0,0,0
172,2026-06-15,2026,25,TOM-480,TOM,480,Retail,4054.0,4054.0,16685.0,0,0,0,0
173,2026-06-22,2026,26,TOM-480,TOM,480,Retail,4796.0,4796.0,16696.0,0,0,0,0
174,2026-06-29,2026,27,TOM-480,TOM,480,Retail,4003.0,4003.0,16707.0,0,0,0,0
175,2026-07-06,2026,28,TOM-480,TOM,480,Retail,4068.0,4068.0,16718.0,0,0,0,0
176,2026-07-13,2026,29,TOM-480,TOM,480,Retail,3912.0,3912.0,16729.0,0,0,0,0
177,2026-07-20,2026,30,TOM-480,TOM,480,Retail,4188.0,4188.0,16740.0,0,0,0,0
178,2026-07-27,2026,31,TOM-480,TOM,480,Retail,3644.0,3644.0,16751.0,0,0,0,0
179,2026-08-03,2026,32,TOM-480,TOM,480,Retail,3438.0,3438.0,16762.0,0,0,0,0
180,2026-08-10,2026,33,TOM-480,TOM,480,Retail,3670.0,3670.0,16773.0,0,0,0,0
181,2026-08-17,2026,34,TOM-480,TOM,480,Retail,3804.0,3804.0,16784.0,0,0,0,0
182,2026-08-24,2026,35,TOM-480,TOM,480,Retail,3623.0,3623.0,16795.0,0,0,0,0
1,2023-03-06,2023,10,TOM-3000,TOM,3000,FoodService,204.0,204.0,52400.0,0,0,0,0
2,2023-03-13,2023,11,TOM-3000,TOM,3000,FoodService,273.0,273.0,52435.0,0,0,0,0
3,2023-03-20,2023,12,TOM-3000,TOM,3000,FoodService,251.0,251.0,52469.0,0,0,0,0
4,2023-03-27,2023,13,TOM-3000,TOM,3000,FoodService,222.0,222.0,52504.0,0,0,0,0
5,2023-04-03,2023,14,TOM-3000,TOM,3000,FoodService,288.0,288.0,52539.0,0,0,1,0
6,2023-04-10,2023,15,TOM-3000,TOM,3000,FoodService,242.0,242.0,52574.0,0,0,0,0
7,2023-04-17,2023,16,TOM-3000,TOM,3000,FoodService,256.0,256.0,52608.0,0,0,0,0
8,2023-04-24,2023,17,TOM-3000,TOM,3000,FoodService,227.0,227.0,52643.0,0,0,0,0
9,2023-05-01,2023,18,TOM-3000,TOM,3000,FoodService,264.0,264.0,52678.0,0,0,0,0
10,2023-05-08,2023,19,TOM-3000,TOM,3000,FoodService,278.0,278.0,52713.0,0,0,0,0
11,2023-05-15,2023,20,TOM-3000,TOM,3000,FoodService,306.0,306.0,52748.0,0,0,0,0
12,2023-05-22,2023,21,TOM-3000,TOM,3000,FoodService,323.0,323.0,52783.0,0,0,0,0
13,2023-05-29,2023,22,TOM-3000,TOM,3000,FoodService,268.0,268.0,52818.0,0,0,0,0
14,2023-06-05,2023,23,TOM-3000,TOM,3000,FoodService,280.0,280.0,52853.0,0,0,0,0
15,2023-06-12,2023,24,TOM-3000,TOM,3000,FoodService,266.0,266.0,52888.0,0,0,0,0
16,2023-06-19,2023,25,TOM-3000,TOM,3000,FoodService,291.0,291.0,52923.0,0,0,0,0
17,2023-06-26,2023,26,TOM-3000,TOM,3000,FoodService,219.0,219.0,52958.0,0,0,0,0
18,2023-07-03,2023,27,TOM-3000,TOM,3000,FoodService,390.0,390.0,52993.0,0,0,0,0
19,2023-07-10,2023,28,TOM-3000,TOM,3000,FoodService,337.0,337.0,53028.0,0,0,0,0
20,2023-07-17,2023,29,TOM-3000,TOM,3000,FoodService,272.0,272.0,53063.0,0,0,0,0
21,2023-07-24,2023,30,TOM-3000,TOM,3000,FoodService,282.0,282.0,53098.0,0,0,0,0
22,2023-07-31,2023,31,TOM-3000,TOM,3000,FoodService,229.0,229.0,53133.0,0,0,0,0
23,2023-08-07,2023,32,TOM-3000,TOM,3000,FoodService,364.0,364.0,53168.0,0,0,0,0
24,2023-08-14,2023,33,TOM-3000,TOM,3000,FoodService,316.0,316.0,53203.0,0,0,0,0
25,2023-08-21,2023,34,TOM-3000,TOM,3000,FoodService,237.0,237.0,53239.0,0,0,0,0
26,2023-08-28,2023,35,TOM-3000,TOM,3000,FoodService,253.0,253.0,53274.0,0,0,0,0
27,2023-09-04,2023,36,TOM-3000,TOM,3000,FoodService,251.0,251.0,53309.0,0,0,0,0
28,2023-09-11,2023,37,TOM-3000,TOM,3000,FoodService,212.0,212.0,53344.0,0,0,0,0
29,2023-09-18,2023,38,TOM-3000,TOM,3000,FoodService,331.0,331.0,53380.0,0,1,0,0
30,2023-09-25,2023,39,TOM-3000,TOM,3000,FoodService,159.0,159.0,53415.0,0,0,0,0
31,2023-10-02,2023,40,TOM-3000,TOM,3000,FoodService,247.0,247.0,53450.0,0,0,0,0
32,2023-10-09,2023,41,TOM-3000,TOM,3000,FoodService,208.0,208.0,53486.0,0,0,0,0
33,2023-10-16,2023,42,TOM-3000,TOM,3000,FoodService,195.0,195.0,53521.0,0,0,0,0
34,2023-10-23,2023,43,TOM-3000,TOM,3000,FoodService,253.0,253.0,53557.0,0,0,0,0
35,2023-10-30,2023,44,TOM-3000,TOM,3000,FoodService,221.0,221.0,53592.0,0,0,0,0
36,2023-11-06,2023,45,TOM-3000,TOM,3000,FoodService,198.0,198.0,53627.0,0,0,0,0
37,2023-11-13,2023,46,TOM-3000,TOM,3000,FoodService,182.0,182.0,53663.0,0,0,0,0
38,2023-11-20,2023,47,TOM-3000,TOM,3000,FoodService,214.0,214.0,53698.0,0,0,0,0
39,2023-11-27,2023,48,TOM-3000,TOM,3000,FoodService,229.0,229.0,53734.0,0,0,0,0
40,2023-12-04,2023,49,TOM-3000,TOM,3000,FoodService,216.0,216.0,53770.0,0,0,0,0
41,2023-12-11,2023,50,TOM-3000,TOM,3000,FoodService,193.0,193.0,53805.0,0,0,0,0
42,2023-12-18,2023,51,TOM-3000,TOM,3000,FoodService,220.0,220.0,53841.0,0,0,0,0
43,2023-12-25,2023,52,TOM-3000,TOM,3000,FoodService,163.0,163.0,53876.0,0,0,0,0
44,2024-01-01,2024,1,TOM-3000,TOM,3000,FoodService,179.0,179.0,53912.0,0,0,0,0
45,2024-01-08,2024,2,TOM-3000,TOM,3000,FoodService,253.0,253.0,53948.0,0,0,0,0
46,2024-01-15,2024,3,TOM-3000,TOM,3000,FoodService,175.0,175.0,53983.0,0,0,0,0
47,2024-01-22,2024,4,TOM-3000,TOM,3000,FoodService,202.0,202.0,54019.0,0,0,0,0
48,2024-01-29,2024,5,TOM-3000,TOM,3000,FoodService,289.0,0.0,54055.0,0,0,0,1
49,2024-02-05,2024,6,TOM-3000,TOM,3000,FoodService,406.0,0.0,54091.0,0,0,0,1
50,2024-02-12,2024,7,TOM-3000,TOM,3000,FoodService,494.0,408.0,54126.0,0,0,0,0
51,2024-02-19,2024,8,TOM-3000,TOM,3000,FoodService,197.0,197.0,54162.0,0,0,0,0
52,2024-02-26,2024,9,TOM-3000,TOM,3000,FoodService,228.0,228.0,54198.0,0,0,0,0
53,2024-03-04,2024,10,TOM-3000,TOM,3000,FoodService,244.0,244.0,54234.0,0,0,0,0
54,2024-03-11,2024,11,TOM-3000,TOM,3000,FoodService,240.0,240.0,54270.0,0,0,0,0
55,2024-03-18,2024,12,TOM-3000,TOM,3000,FoodService,242.0,242.0,54306.0,0,0,0,0
56,2024-03-25,2024,13,TOM-3000,TOM,3000,FoodService,350.0,350.0,54342.0,0,0,1,0
57,2024-04-01,2024,14,TOM-3000,TOM,3000,FoodService,346.0,346.0,54378.0,0,0,0,0
58,2024-04-08,2024,15,TOM-3000,TOM,3000,FoodService,313.0,313.0,54414.0,0,0,0,0
59,2024-04-15,2024,16,TOM-3000,TOM,3000,FoodService,266.0,266.0,54450.0,0,0,0,0
60,2024-04-22,2024,17,TOM-3000,TOM,3000,FoodService,295.0,295.0,54486.0,0,0,0,0
61,2024-04-29,2024,18,TOM-3000,TOM,3000,FoodService,358.0,358.0,54522.0,0,0,0,0
62,2024-05-06,2024,19,TOM-3000,TOM,3000,FoodService,343.0,343.0,54558.0,0,0,0,0
63,2024-05-13,2024,20,TOM-3000,TOM,3000,FoodService,277.0,277.0,54594.0,0,0,0,0
64,2024-05-20,2024,21,TOM-3000,TOM,3000,FoodService,376.0,376.0,54630.0,0,0,0,0
65,2024-05-27,2024,22,TOM-3000,TOM,3000,FoodService,359.0,359.0,54666.0,0,0,0,0
66,2024-06-03,2024,23,TOM-3000,TOM,3000,FoodService,297.0,297.0,54702.0,0,0,0,0
67,2024-06-10,2024,24,TOM-3000,TOM,3000,FoodService,334.0,334.0,54739.0,0,0,0,0
68,2024-06-17,2024,25,TOM-3000,TOM,3000,FoodService,437.0,417.0,54775.0,0,0,0,0
69,2024-06-24,2024,26,TOM-3000,TOM,3000,FoodService,312.0,312.0,54811.0,0,0,0,0
70,2024-07-01,2024,27,TOM-3000,TOM,3000,FoodService,402.0,402.0,54847.0,0,0,0,0
71,2024-07-08,2024,28,TOM-3000,TOM,3000,FoodService,282.0,282.0,54884.0,0,0,0,0
72,2024-07-15,2024,29,TOM-3000,TOM,3000,FoodService,325.0,325.0,54920.0,0,0,0,0
73,2024-07-22,2024,30,TOM-3000,TOM,3000,FoodService,272.0,272.0,54956.0,0,0,0,0
74,2024-07-29,2024,31,TOM-3000,TOM,3000,FoodService,315.0,315.0,54993.0,0,0,0,0
75,2024-08-05,2024,32,TOM-3000,TOM,3000,FoodService,314.0,314.0,55029.0,0,0,0,0
76,2024-08-12,2024,33,TOM-3000,TOM,3000,FoodService,321.0,321.0,55066.0,0,0,0,0
77,2024-08-19,2024,34,TOM-3000,TOM,3000,FoodService,289.0,289.0,55102.0,0,0,0,0
78,2024-08-26,2024,35,TOM-3000,TOM,3000,FoodService,268.0,268.0,55138.0,0,0,0,0
79,2024-09-02,2024,36,TOM-3000,TOM,3000,FoodService,276.0,276.0,55175.0,0,0,0,0
80,2024-09-09,2024,37,TOM-3000,TOM,3000,FoodService,293.0,293.0,55211.0,0,0,0,0
81,2024-09-16,2024,38,TOM-3000,TOM,3000,FoodService,315.0,315.0,55248.0,0,1,0,0
82,2024-09-23,2024,39,TOM-3000,TOM,3000,FoodService,268.0,268.0,55285.0,0,0,0,0
83,2024-09-30,2024,40,TOM-3000,TOM,3000,FoodService,213.0,213.0,55321.0,0,0,0,0
84,2024-10-07,2024,41,TOM-3000,TOM,3000,FoodService,227.0,227.0,55358.0,0,0,0,0
85,2024-10-14,2024,42,TOM-3000,TOM,3000,FoodService,184.0,184.0,55394.0,0,0,0,0
86,2024-10-21,2024,43,TOM-3000,TOM,3000,FoodService,251.0,251.0,55431.0,0,0,0,0
87,2024-10-28,2024,44,TOM-3000,TOM,3000,FoodService,240.0,240.0,55468.0,0,0,0,0
88,2024-11-04,2024,45,TOM-3000,TOM,3000,FoodService,201.0,201.0,55504.0,0,0,0,0
89,2024-11-11,2024,46,TOM-3000,TOM,3000,FoodService,215.0,215.0,55541.0,0,0,0,0
90,2024-11-18,2024,47,TOM-3000,TOM,3000,FoodService,225.0,225.0,55578.0,0,0,0,0
91,2024-11-25,2024,48,TOM-3000,TOM,3000,FoodService,150.0,150.0,55615.0,0,0,0,0
92,2024-12-02,2024,49,TOM-3000,TOM,3000,FoodService,200.0,200.0,55652.0,0,0,0,0
93,2024-12-09,2024,50,TOM-3000,TOM,3000,FoodService,191.0,191.0,55688.0,0,0,0,0
94,2024-12-16,2024,51,TOM-3000,TOM,3000,FoodService,217.0,217.0,55725.0,0,0,0,0
95,2024-12-23,2024,52,TOM-3000,TOM,3000,FoodService,228.0,228.0,55762.0,0,0,0,0
96,2024-12-30,2025,1,TOM-3000,TOM,3000,FoodService,195.0,195.0,55799.0,0,0,0,0
97,2025-01-06,2025,2,TOM-3000,TOM,3000,FoodService,208.0,208.0,55836.0,0,0,0,0
98,2025-01-13,2025,3,TOM-3000,TOM,3000,FoodService,221.0,221.0,55873.0,0,0,0,0
99,2025-01-20,2025,4,TOM-3000,TOM,3000,FoodService,207.0,207.0,55910.0,0,0,0,0
100,2025-01-27,2025,5,TOM-3000,TOM,3000,FoodService,214.0,0.0,55947.0,0,0,0,1
101,2025-02-03,2025,6,TOM-3000,TOM,3000,FoodService,307.0,0.0,55984.0,0,0,0,1
102,2025-02-10,2025,7,TOM-3000,TOM,3000,FoodService,425.0,425.0,56021.0,0,0,0,0
103,2025-02-17,2025,8,TOM-3000,TOM,3000,FoodService,263.0,263.0,56058.0,0,0,0,0
104,2025-02-24,2025,9,TOM-3000,TOM,3000,FoodService,284.0,284.0,56095.0,0,0,0,0
105,2025-03-03,2025,10,TOM-3000,TOM,3000,FoodService,298.0,298.0,56132.0,0,0,0,0
106,2025-03-10,2025,11,TOM-3000,TOM,3000,FoodService,264.0,264.0,56169.0,0,0,0,0
107,2025-03-17,2025,12,TOM-3000,TOM,3000,FoodService,305.0,305.0,56207.0,0,0,0,0
108,2025-03-24,2025,13,TOM-3000,TOM,3000,FoodService,225.0,225.0,56244.0,0,0,0,0
109,2025-03-31,2025,14,TOM-3000,TOM,3000,FoodService,221.0,221.0,56281.0,0,0,0,0
110,2025-04-07,2025,15,TOM-3000,TOM,3000,FoodService,337.0,337.0,56318.0,0,0,0,0
111,2025-04-14,2025,16,TOM-3000,TOM,3000,FoodService,352.0,352.0,56355.0,0,0,1,0
112,2025-04-21,2025,17,TOM-3000,TOM,3000,FoodService,319.0,319.0,56393.0,0,0,0,0
113,2025-04-28,2025,18,TOM-3000,TOM,3000,FoodService,290.0,290.0,56430.0,0,0,0,0
114,2025-05-05,2025,19,TOM-3000,TOM,3000,FoodService,285.0,285.0,56467.0,0,0,0,0
115,2025-05-12,2025,20,TOM-3000,TOM,3000,FoodService,397.0,397.0,56505.0,0,0,0,0
116,2025-05-19,2025,21,TOM-3000,TOM,3000,FoodService,389.0,389.0,56542.0,0,0,0,0
117,2025-05-26,2025,22,TOM-3000,TOM,3000,FoodService,270.0,270.0,56580.0,0,0,0,0
118,2025-06-02,2025,23,TOM-3000,TOM,3000,FoodService,360.0,360.0,56617.0,0,0,0,0
119,2025-06-09,2025,24,TOM-3000,TOM,3000,FoodService,349.0,349.0,56654.0,0,0,0,0
120,2025-06-16,2025,25,TOM-3000,TOM,3000,FoodService,514.0,514.0,56692.0,0,0,0,0
121,2025-06-23,2025,26,TOM-3000,TOM,3000,FoodService,490.0,490.0,56730.0,0,0,0,0
122,2025-06-30,2025,27,TOM-3000,TOM,3000,FoodService,508.0,508.0,56767.0,0,0,0,0
123,2025-07-07,2025,28,TOM-3000,TOM,3000,FoodService,469.0,469.0,56805.0,0,0,0,0
124,2025-07-14,2025,29,TOM-3000,TOM,3000,FoodService,468.0,468.0,56842.0,0,0,0,0
125,2025-07-21,2025,30,TOM-3000,TOM,3000,FoodService,530.0,530.0,56880.0,0,0,0,0
126,2025-07-28,2025,31,TOM-3000,TOM,3000,FoodService,451.0,451.0,56917.0,0,0,0,0
127,2025-08-04,2025,32,TOM-3000,TOM,3000,FoodService,369.0,369.0,56955.0,0,0,0,0
128,2025-08-11,2025,33,TOM-3000,TOM,3000,FoodService,406.0,406.0,56993.0,0,0,0,0
129,2025-08-18,2025,34,TOM-3000,TOM,3000,FoodService,405.0,405.0,57031.0,0,0,0,0
130,2025-08-25,2025,35,TOM-3000,TOM,3000,FoodService,448.0,448.0,57068.0,0,0,0,0
131,2025-09-01,2025,36,TOM-3000,TOM,3000,FoodService,364.0,364.0,57106.0,0,0,0,0
132,2025-09-08,2025,37,TOM-3000,TOM,3000,FoodService,369.0,369.0,57144.0,0,0,0,0
133,2025-09-15,2025,38,TOM-3000,TOM,3000,FoodService,397.0,397.0,57182.0,0,1,0,0
134,2025-09-22,2025,39,TOM-3000,TOM,3000,FoodService,341.0,341.0,57220.0,0,0,0,0
135,2025-09-29,2025,40,TOM-3000,TOM,3000,FoodService,420.0,420.0,57257.0,0,0,0,0
136,2025-10-06,2025,41,TOM-3000,TOM,3000,FoodService,343.0,343.0,57295.0,0,0,0,0
137,2025-10-13,2025,42,TOM-3000,TOM,3000,FoodService,330.0,330.0,57333.0,0,0,0,0
138,2025-10-20,2025,43,TOM-3000,TOM,3000,FoodService,346.0,346.0,57371.0,0,0,0,0
139,2025-10-27,2025,44,TOM-3000,TOM,3000,FoodService,265.0,265.0,57409.0,0,0,0,0
140,2025-11-03,2025,45,TOM-3000,TOM,3000,FoodService,267.0,267.0,57447.0,0,0,0,0
141,2025-11-10,2025,46,TOM-3000,TOM,3000,FoodService,308.0,308.0,57485.0,0,0,0,0
142,2025-11-17,2025,47,TOM-3000,TOM,3000,FoodService,312.0,312.0,57523.0,0,0,0,0
143,2025-11-24,2025,48,TOM-3000,TOM,3000,FoodService,272.0,272.0,57561.0,0,0,0,0
144,2025-12-01,2025,49,TOM-3000,TOM,3000,FoodService,309.0,309.0,57599.0,0,0,0,0
145,2025-12-08,2025,50,TOM-3000,TOM,3000,FoodService,373.0,373.0,57637.0,0,0,0,0
146,2025-12-15,2025,51,TOM-3000,TOM,3000,FoodService,303.0,303.0,57676.0,0,0,0,0
147,2025-12-22,2025,52,TOM-3000,TOM,3000,FoodService,267.0,267.0,57714.0,0,0,0,0
148,2025-12-29,2026,1,TOM-3000,TOM,3000,FoodService,383.0,383.0,57752.0,0,0,0,0
149,2026-01-05,2026,2,TOM-3000,TOM,3000,FoodService,287.0,287.0,57790.0,0,0,0,0
150,2026-01-12,2026,3,TOM-3000,TOM,3000,FoodService,308.0,308.0,57828.0,0,0,0,0
151,2026-01-19,2026,4,TOM-3000,TOM,3000,FoodService,297.0,297.0,57867.0,0,0,0,0
152,2026-01-26,2026,5,TOM-3000,TOM,3000,FoodService,284.0,0.0,57905.0,0,0,0,1
153,2026-02-02,2026,6,TOM-3000,TOM,3000,FoodService,505.0,0.0,57943.0,0,0,0,1
154,2026-02-09,2026,7,TOM-3000,TOM,3000,FoodService,574.0,574.0,57982.0,0,0,0,0
155,2026-02-16,2026,8,TOM-3000,TOM,3000,FoodService,303.0,303.0,58020.0,0,0,0,0
156,2026-02-23,2026,9,TOM-3000,TOM,3000,FoodService,376.0,376.0,58058.0,0,0,0,0
157,2026-03-02,2026,10,TOM-3000,TOM,3000,FoodService,390.0,390.0,58097.0,0,0,0,0
158,2026-03-09,2026,11,TOM-3000,TOM,3000,FoodService,346.0,346.0,58135.0,0,0,0,0
159,2026-03-16,2026,12,TOM-3000,TOM,3000,FoodService,346.0,346.0,58174.0,0,0,0,0
160,2026-03-23,2026,13,TOM-3000,TOM,3000,FoodService,437.0,437.0,58212.0,0,0,0,0
161,2026-03-30,2026,14,TOM-3000,TOM,3000,FoodService,456.0,456.0,58251.0,0,0,1,0
162,2026-04-06,2026,15,TOM-3000,TOM,3000,FoodService,356.0,356.0,58289.0,0,0,0,0
163,2026-04-13,2026,16,TOM-3000,TOM,3000,FoodService,532.0,532.0,58328.0,0,0,0,0
164,2026-04-20,2026,17,TOM-3000,TOM,3000,FoodService,448.0,448.0,58366.0,0,0,0,0
165,2026-04-27,2026,18,TOM-3000,TOM,3000,FoodService,501.0,501.0,58405.0,0,0,0,0
166,2026-05-04,2026,19,TOM-3000,TOM,3000,FoodService,356.0,356.0,58444.0,0,0,0,0
167,2026-05-11,2026,20,TOM-3000,TOM,3000,FoodService,445.0,445.0,58482.0,0,0,0,0
168,2026-05-18,2026,21,TOM-3000,TOM,3000,FoodService,442.0,442.0,58521.0,0,0,0,0
169,2026-05-25,2026,22,TOM-3000,TOM,3000,FoodService,392.0,392.0,58560.0,0,0,0,0
170,2026-06-01,2026,23,TOM-3000,TOM,3000,FoodService,482.0,482.0,58599.0,0,0,0,0
171,2026-06-08,2026,24,TOM-3000,TOM,3000,FoodService,452.0,452.0,58637.0,0,0,0,0
172,2026-06-15,2026,25,TOM-3000,TOM,3000,FoodService,432.0,432.0,58676.0,0,0,0,0
173,2026-06-22,2026,26,TOM-3000,TOM,3000,FoodService,448.0,448.0,58715.0,0,0,0,0
174,2026-06-29,2026,27,TOM-3000,TOM,3000,FoodService,421.0,421.0,58754.0,0,0,0,0
175,2026-07-06,2026,28,TOM-3000,TOM,3000,FoodService,490.0,490.0,58793.0,0,0,0,0
176,2026-07-13,2026,29,TOM-3000,TOM,3000,FoodService,449.0,449.0,58832.0,0,0,0,0
177,2026-07-20,2026,30,TOM-3000,TOM,3000,FoodService,516.0,516.0,58871.0,0,0,0,0
178,2026-07-27,2026,31,TOM-3000,TOM,3000,FoodService,509.0,509.0,58910.0,0,0,0,0
179,2026-08-03,2026,32,TOM-3000,TOM,3000,FoodService,425.0,425.0,58949.0,0,0,0,0
180,2026-08-10,2026,33,TOM-3000,TOM,3000,FoodService,374.0,374.0,58988.0,0,0,0,0
181,2026-08-17,2026,34,TOM-3000,TOM,3000,FoodService,481.0,481.0,59027.0,0,0,0,0
182,2026-08-24,2026,35,TOM-3000,TOM,3000,FoodService,474.0,474.0,59066.0,0,0,0,0
1,2023-03-06,2023,10,POR-480,POR,480,Retail,626.0,626.0,19600.0,0,0,0,0
2,2023-03-13,2023,11,POR-480,POR,480,Retail,644.0,644.0,19613.0,0,0,0,0
3,2023-03-20,2023,12,POR-480,POR,480,Retail,640.0,640.0,19626.0,0,0,0,0
4,2023-03-27,2023,13,POR-480,POR,480,Retail,708.0,708.0,19639.0,0,0,0,0
5,2023-04-03,2023,14,POR-480,POR,480,Retail,854.0,854.0,19652.0,0,0,1,0
6,2023-04-10,2023,15,POR-480,POR,480,Retail,956.0,956.0,19665.0,0,0,0,0
7,2023-04-17,2023,16,POR-480,POR,480,Retail,895.0,895.0,19678.0,0,0,0,0
8,2023-04-24,2023,17,POR-480,POR,480,Retail,1342.0,1342.0,16147.0,1,0,0,0
9,2023-05-01,2023,18,POR-480,POR,480,Retail,814.0,814.0,19704.0,0,0,0,0
10,2023-05-08,2023,19,POR-480,POR,480,Retail,1805.0,1642.0,16168.0,1,0,0,0
11,2023-05-15,2023,20,POR-480,POR,480,Retail,855.0,855.0,19730.0,0,0,0,0
12,2023-05-22,2023,21,POR-480,POR,480,Retail,1082.0,1082.0,19743.0,0,0,0,0
13,2023-05-29,2023,22,POR-480,POR,480,Retail,954.0,954.0,19756.0,0,0,0,0
14,2023-06-05,2023,23,POR-480,POR,480,Retail,1907.0,1644.0,16211.0,1,0,0,0
15,2023-06-12,2023,24,POR-480,POR,480,Retail,824.0,824.0,19782.0,0,0,0,0
16,2023-06-19,2023,25,POR-480,POR,480,Retail,1199.0,1199.0,19795.0,0,0,0,0
17,2023-06-26,2023,26,POR-480,POR,480,Retail,1133.0,1133.0,19809.0,0,0,0,0
18,2023-07-03,2023,27,POR-480,POR,480,Retail,1109.0,1109.0,19822.0,0,0,0,0
19,2023-07-10,2023,28,POR-480,POR,480,Retail,1100.0,1100.0,19835.0,0,0,0,0
20,2023-07-17,2023,29,POR-480,POR,480,Retail,1731.0,1645.0,19848.0,0,0,0,0
21,2023-07-24,2023,30,POR-480,POR,480,Retail,1590.0,1590.0,19861.0,0,0,0,0
22,2023-07-31,2023,31,POR-480,POR,480,Retail,1415.0,1415.0,19874.0,0,0,0,0
23,2023-08-07,2023,32,POR-480,POR,480,Retail,968.0,968.0,19887.0,0,0,0,0
24,2023-08-14,2023,33,POR-480,POR,480,Retail,1550.0,1550.0,19901.0,0,0,0,0
25,2023-08-21,2023,34,POR-480,POR,480,Retail,1265.0,1265.0,19914.0,0,0,0,0
26,2023-08-28,2023,35,POR-480,POR,480,Retail,1257.0,1257.0,19927.0,0,0,0,0
27,2023-09-04,2023,36,POR-480,POR,480,Retail,1328.0,1328.0,19940.0,0,0,0,0
28,2023-09-11,2023,37,POR-480,POR,480,Retail,1037.0,1037.0,19953.0,0,0,0,0
29,2023-09-18,2023,38,POR-480,POR,480,Retail,1544.0,1544.0,19966.0,0,1,0,0
30,2023-09-25,2023,39,POR-480,POR,480,Retail,835.0,835.0,19980.0,0,0,0,0
31,2023-10-02,2023,40,POR-480,POR,480,Retail,1547.0,1547.0,16394.0,1,0,0,0
32,2023-10-09,2023,41,POR-480,POR,480,Retail,796.0,796.0,20006.0,0,0,0,0
33,2023-10-16,2023,42,POR-480,POR,480,Retail,1033.0,1033.0,20019.0,0,0,0,0
34,2023-10-23,2023,43,POR-480,POR,480,Retail,747.0,747.0,20033.0,0,0,0,0
35,2023-10-30,2023,44,POR-480,POR,480,Retail,821.0,821.0,20046.0,0,0,0,0
36,2023-11-06,2023,45,POR-480,POR,480,Retail,817.0,817.0,20059.0,0,0,0,0
37,2023-11-13,2023,46,POR-480,POR,480,Retail,1000.0,1000.0,20072.0,0,0,0,0
38,2023-11-20,2023,47,POR-480,POR,480,Retail,725.0,725.0,20086.0,0,0,0,0
39,2023-11-27,2023,48,POR-480,POR,480,Retail,700.0,700.0,20099.0,0,0,0,0
40,2023-12-04,2023,49,POR-480,POR,480,Retail,505.0,505.0,20112.0,0,0,0,0
41,2023-12-11,2023,50,POR-480,POR,480,Retail,586.0,586.0,20126.0,0,0,0,0
42,2023-12-18,2023,51,POR-480,POR,480,Retail,593.0,593.0,20139.0,0,0,0,0
43,2023-12-25,2023,52,POR-480,POR,480,Retail,696.0,696.0,20152.0,0,0,0,0
44,2024-01-01,2024,1,POR-480,POR,480,Retail,687.0,687.0,20166.0,0,0,0,0
45,2024-01-08,2024,2,POR-480,POR,480,Retail,652.0,652.0,20179.0,0,0,0,0
46,2024-01-15,2024,3,POR-480,POR,480,Retail,626.0,626.0,20192.0,0,0,0,0
47,2024-01-22,2024,4,POR-480,POR,480,Retail,443.0,443.0,20206.0,0,0,0,0
48,2024-01-29,2024,5,POR-480,POR,480,Retail,704.0,0.0,20219.0,0,0,0,1
49,2024-02-05,2024,6,POR-480,POR,480,Retail,913.0,0.0,20232.0,0,0,0,1
50,2024-02-12,2024,7,POR-480,POR,480,Retail,1083.0,1083.0,20246.0,0,0,0,0
51,2024-02-19,2024,8,POR-480,POR,480,Retail,574.0,574.0,20259.0,0,0,0,0
52,2024-02-26,2024,9,POR-480,POR,480,Retail,584.0,584.0,20273.0,0,0,0,0
53,2024-03-04,2024,10,POR-480,POR,480,Retail,563.0,563.0,20286.0,0,0,0,0
54,2024-03-11,2024,11,POR-480,POR,480,Retail,629.0,629.0,20299.0,0,0,0,0
55,2024-03-18,2024,12,POR-480,POR,480,Retail,706.0,706.0,20313.0,0,0,0,0
56,2024-03-25,2024,13,POR-480,POR,480,Retail,774.0,774.0,20326.0,0,0,1,0
57,2024-04-01,2024,14,POR-480,POR,480,Retail,638.0,638.0,20340.0,0,0,0,0
58,2024-04-08,2024,15,POR-480,POR,480,Retail,1113.0,1113.0,16690.0,1,0,0,0
59,2024-04-15,2024,16,POR-480,POR,480,Retail,811.0,811.0,20367.0,0,0,0,0
60,2024-04-22,2024,17,POR-480,POR,480,Retail,849.0,849.0,20380.0,0,0,0,0
61,2024-04-29,2024,18,POR-480,POR,480,Retail,922.0,922.0,20394.0,0,0,0,0
62,2024-05-06,2024,19,POR-480,POR,480,Retail,1159.0,1159.0,20407.0,0,0,0,0
63,2024-05-13,2024,20,POR-480,POR,480,Retail,1062.0,1062.0,20421.0,0,0,0,0
64,2024-05-20,2024,21,POR-480,POR,480,Retail,877.0,877.0,20434.0,0,0,0,0
65,2024-05-27,2024,22,POR-480,POR,480,Retail,980.0,980.0,20448.0,0,0,0,0
66,2024-06-03,2024,23,POR-480,POR,480,Retail,1145.0,1145.0,20461.0,0,0,0,0
