t,sku,nivel,estacionalidad,calendario,promocion,senal_sin_ruido,pedidos_reales,censurado
36,POR-480,906.05,0.9091,1.0,1.0,823.65,817.0,0
37,POR-480,906.22,0.8653,1.0,1.0,784.11,1000.0,0
38,POR-480,906.39,0.8234,1.0,1.0,746.33,725.0,0
39,POR-480,906.57,0.7841,1.0,1.0,710.87,700.0,0
40,POR-480,906.74,0.748,1.0,1.0,678.25,505.0,0
41,POR-480,906.92,0.7156,1.0,1.0,648.96,586.0,0
42,POR-480,907.09,0.6873,1.0,1.0,623.41,593.0,0
43,POR-480,907.26,0.6635,1.0,1.0,601.99,696.0,0
44,POR-480,907.44,0.6447,1.0,1.0,585.02,687.0,0
45,POR-480,907.61,0.631,1.0,1.0,572.74,652.0,0
46,POR-480,907.78,0.6228,1.0,1.0,565.34,626.0,0
47,POR-480,907.96,0.62,1.0,1.0,562.93,443.0,0
48,POR-480,908.13,0.6228,1.0,1.0,565.56,704.0,1
49,POR-480,908.3,0.631,1.0,1.0,573.18,913.0,1
50,POR-480,908.48,0.6447,1.0,1.0,585.69,1083.0,0
51,POR-480,908.65,0.6635,1.0,1.0,602.91,574.0,0
52,POR-480,908.83,0.6873,1.0,1.0,624.61,584.0,0
53,POR-480,909.0,0.7156,1.0,1.0,650.45,563.0,0
54,POR-480,909.17,0.748,1.0,1.0,680.07,629.0,0
55,POR-480,909.35,0.7841,1.0,1.0,713.05,706.0,0
56,POR-480,909.52,0.8234,1.12,1.0,838.77,774.0,0
57,POR-480,909.7,0.8653,1.0,1.0,787.11,638.0,0
58,POR-480,909.87,0.9091,1.0,1.6245,1343.64,1113.0,0
59,POR-480,910.04,0.9542,1.0,0.85,738.11,811.0,0
60,POR-480,910.22,1.0,1.0,1.0,910.22,849.0,0
61,POR-480,910.39,1.0458,1.0,1.0,952.09,922.0,0
62,POR-480,910.57,1.0909,1.0,1.0,993.37,1159.0,0
63,POR-480,910.74,1.1347,1.0,1.0,1033.46,1062.0,0
64,POR-480,910.92,1.1766,1.0,1.0,1071.78,877.0,0
65,POR-480,911.09,1.2159,1.0,1.0,1107.76,980.0,0
66,POR-480,911.26,1.252,1.0,1.0,1140.89,1145.0,0
67,POR-480,911.44,1.2844,1.0,1.0,1170.68,1373.0,0
68,POR-480,911.61,1.3127,1.0,1.0,1196.71,1163.0,0
69,POR-480,911.79,1.3365,1.0,1.0,1218.58,1145.0,0
70,POR-480,911.96,1.3553,1.0,1.0,1235.99,1226.0,0
71,POR-480,912.14,1.369,1.0,1.0,1248.68,1258.0,0
72,POR-480,912.31,1.3772,1.0,1.0,1256.46,1195.0,0
73,POR-480,912.49,1.38,1.0,1.4884,1874.29,2246.0,1
74,POR-480,912.66,1.3772,1.0,0.85,1068.4,1040.0,0
75,POR-480,912.83,1.369,1.0,1.0,1249.63,978.0,0
76,POR-480,913.01,1.3553,1.0,1.0,1237.41,1066.0,0
77,POR-480,913.18,1.3365,1.0,1.0,1220.45,1113.0,0
78,POR-480,913.36,1.3127,1.0,1.0,1199.0,1139.0,0
79,POR-480,913.53,1.2844,1.0,1.0,1173.37,1259.0,0
80,POR-480,913.71,1.252,1.0,1.0,1143.95,1515.0,0
81,POR-480,913.88,1.2159,1.28,1.0,1422.28,1846.0,1
82,POR-480,914.06,1.1766,0.92,1.6317,1614.43,1851.0,1
83,POR-480,914.23,1.1347,1.0,0.85,881.81,887.0,0
84,POR-480,914.41,1.0909,1.0,1.0,997.56,1055.0,0
85,POR-480,914.58,1.0458,1.0,1.0,956.47,970.0,0
86,POR-480,914.76,1.0,1.0,1.0,914.76,795.0,0
87,POR-480,914.93,0.9542,1.0,1.0,873.03,867.0,0
88,POR-480,915.11,0.9091,1.0,1.0,831.89,868.0,0
89,POR-480,915.28,0.8653,1.0,1.0,791.95,814.0,0
90,POR-480,915.46,0.8234,1.0,1.0,753.79,858.0,0
91,POR-480,915.63,0.7841,1.0,1.0,717.98,716.0,0
92,POR-480,915.81,0.748,1.0,1.0,685.04,741.0,0
93,POR-480,915.98,0.7156,1.0,1.0,655.45,452.0,0
94,POR-480,916.16,0.6873,1.0,1.0,629.65,599.0,0
95,POR-480,916.33,0.6635,1.0,1.6959,1031.16,888.0,0
96,POR-480,916.51,0.6447,1.0,0.85,502.24,442.0,0
97,POR-480,916.69,0.631,1.0,1.0,578.47,562.0,0
98,POR-480,916.86,0.6228,1.0,1.0,570.99,469.0,0
99,POR-480,917.04,0.62,1.0,1.0,568.56,467.0,0
100,POR-480,917.21,0.6228,1.0,1.0,571.21,554.0,1
101,POR-480,917.39,0.631,1.0,1.0,578.91,857.0,1
102,POR-480,917.56,0.6447,1.0,1.0,591.55,997.0,0
103,POR-480,917.74,0.6635,1.0,1.0,608.94,623.0,0
104,POR-480,917.91,0.6873,1.0,1.7887,1128.4,944.0,0
105,POR-480,918.09,0.7156,1.0,0.85,558.41,446.0,0
106,POR-480,918.27,0.748,1.0,1.0,686.88,569.0,0
107,POR-480,918.44,0.7841,1.0,1.8339,1320.76,1228.0,0
108,POR-480,918.62,0.8234,1.0,0.85,642.94,528.0,0
109,POR-480,918.79,0.8653,1.0,1.0,794.99,572.0,0
110,POR-480,918.97,0.9091,1.0,1.0,835.4,994.0,0
111,POR-480,919.14,0.9542,1.12,1.0,982.29,971.0,0
112,POR-480,919.32,1.0,1.0,1.0,919.32,984.0,0
113,POR-480,919.5,1.0458,1.0,1.0,961.61,1061.0,0
114,POR-480,919.67,1.0909,1.0,1.0,1003.31,1011.0,0
115,POR-480,919.85,1.1347,1.0,1.0,1043.8,1116.0,0
116,POR-480,920.02,1.1766,1.0,1.0,1082.5,1312.0,0
117,POR-480,920.2,1.2159,1.0,1.0,1118.84,982.0,0
118,POR-480,920.38,1.252,1.0,1.0,1152.3,929.0,0
119,POR-480,920.55,1.2844,1.0,1.8223,2154.68,2070.0,1
120,POR-480,920.73,1.3127,1.0,0.85,1027.37,842.0,0
121,POR-480,920.91,1.3365,1.0,1.0,1230.77,1170.0,0
122,POR-480,921.08,1.3553,1.0,1.0,1248.35,1303.0,0
123,POR-480,921.26,1.369,1.0,1.0,1261.16,1251.0,0
124,POR-480,921.43,1.3772,1.0,1.0,1269.03,1444.0,0
125,POR-480,921.61,1.38,1.0,1.0,1271.82,1045.0,0
126,POR-480,921.79,1.3772,1.0,1.0,1269.51,1315.0,0
127,POR-480,921.96,1.369,1.0,1.0,1262.13,950.0,0
128,POR-480,922.14,1.3553,1.0,1.0,1249.78,1089.0,0
129,POR-480,922.32,1.3365,1.0,1.0,1232.65,1288.0,0
130,POR-480,922.49,1.3127,1.0,1.0,1210.99,953.0,0
131,POR-480,922.67,1.2844,1.0,1.0,1185.11,941.0,0
132,POR-480,922.85,1.252,1.0,1.0,1155.39,1124.0,0
133,POR-480,923.02,1.2159,1.28,1.0,1436.51,1324.0,0
134,POR-480,923.2,1.1766,0.92,1.0,999.33,966.0,0
135,POR-480,923.38,1.1347,1.0,1.6001,1676.61,1141.0,0
136,POR-480,923.55,1.0909,1.0,0.85,856.41,880.0,0
137,POR-480,923.73,1.0458,1.0,1.0,966.04,834.0,0
138,POR-480,923.91,1.0,1.0,1.0,923.91,786.0,0
139,POR-480,924.08,0.9542,1.0,1.0,881.76,799.0,0
140,POR-480,924.26,0.9091,1.0,1.0,840.21,524.0,0
141,POR-480,924.44,0.8653,1.0,1.4539,1162.91,1080.0,0
142,POR-480,924.61,0.8234,1.0,0.85,647.13,561.0,0
143,POR-480,924.79,0.7841,1.0,1.6011,1161.04,1258.0,0
144,POR-480,924.97,0.748,1.0,0.85,588.1,575.0,0
145,POR-480,925.14,0.7156,1.0,1.0,662.0,618.0,0
146,POR-480,925.32,0.6873,1.0,1.0,635.94,606.0,0
147,POR-480,925.5,0.6635,1.0,1.0,614.09,678.0,0
148,POR-480,925.68,0.6447,1.0,1.8353,1095.25,1193.0,0
149,POR-480,925.85,0.631,1.0,0.85,496.61,511.0,0
150,POR-480,926.03,0.6228,1.0,1.5386,887.33,1116.0,0
151,POR-480,926.21,0.62,1.0,0.85,488.11,396.0,0
152,POR-480,926.38,0.6228,1.0,1.0,576.92,559.0,1
153,POR-480,926.56,0.631,1.0,1.0,584.7,902.0,1
154,POR-480,926.74,0.6447,1.0,1.0,597.46,1247.0,0
155,POR-480,926.92,0.6635,1.0,1.0,615.03,632.0,0
156,POR-480,927.09,0.6873,1.0,1.0,637.16,598.0,0
157,POR-480,927.27,0.7156,1.0,1.0,663.52,615.0,0
158,POR-480,927.45,0.748,1.0,1.0,693.74,818.0,0
159,POR-480,927.63,0.7841,1.0,1.0,727.38,760.0,0
160,POR-480,927.8,0.8234,1.0,1.0,763.96,1033.0,0
161,POR-480,927.98,0.8653,1.12,1.0,899.29,933.0,0
162,POR-480,928.16,0.9091,1.0,1.0,843.75,799.0,0
163,POR-480,928.34,0.9542,1.0,1.0,885.81,879.0,0
164,POR-480,928.51,1.0,1.0,1.8512,1718.86,1569.0,0
165,POR-480,928.69,1.0458,1.0,0.85,825.54,803.0,0
166,POR-480,928.87,1.0909,1.0,1.0,1013.34,1223.0,0
167,POR-480,929.05,1.1347,1.0,1.0,1054.24,982.0,0
168,POR-480,929.22,1.1766,1.0,1.0,1093.32,1039.0,0
169,POR-480,929.4,1.2159,1.0,1.0,1130.03,1245.0,0
170,POR-480,929.58,1.252,1.0,1.0,1163.82,1242.0,0
171,POR-480,929.76,1.2844,1.0,1.8386,2195.68,2464.0,1
172,POR-480,929.94,1.3127,1.0,0.85,1037.64,1118.0,0
173,POR-480,930.11,1.3365,1.0,1.0,1243.07,1195.0,0
174,POR-480,930.29,1.3553,1.0,1.0,1260.83,1431.0,0
175,POR-480,930.47,1.369,1.0,1.0,1273.77,1405.0,0
176,POR-480,930.65,1.3772,1.0,1.0,1281.72,1086.0,0
177,POR-480,930.83,1.38,1.0,1.0,1284.54,1098.0,0
178,POR-480,931.0,1.3772,1.0,1.0,1282.21,1467.0,0
179,POR-480,931.18,1.369,1.0,1.0,1274.75,1279.0,0
180,POR-480,931.36,1.3553,1.0,1.0,1262.28,1410.0,0
181,POR-480,931.54,1.3365,1.0,1.0,1244.98,1075.0,0
182,POR-480,931.72,1.3127,1.0,1.0,1223.1,1047.0,0
1,POR-3000,95.0,0.7156,1.0,1.0,67.98,0.0,0
2,POR-3000,95.02,0.748,1.0,1.0,71.07,65.0,0
3,POR-3000,95.04,0.7841,1.0,1.0,74.52,0.0,0
4,POR-3000,95.05,0.8234,1.0,1.0,78.27,0.0,0
5,POR-3000,95.07,0.8653,1.12,1.0,92.13,85.0,0
6,POR-3000,95.09,0.9091,1.0,1.0,86.44,0.0,0
7,POR-3000,95.11,0.9542,1.0,1.0,90.75,260.0,1
8,POR-3000,95.13,1.0,1.0,1.0,95.13,75.0,0
9,POR-3000,95.15,1.0458,1.0,1.0,99.5,110.0,0
10,POR-3000,95.16,1.0909,1.0,1.0,103.82,0.0,0
11,POR-3000,95.18,1.1347,1.0,1.0,108.01,0.0,0
12,POR-3000,95.2,1.1766,1.0,1.0,112.01,100.0,0
13,POR-3000,95.22,1.2159,1.0,1.0,115.77,105.0,0
14,POR-3000,95.24,1.252,1.0,1.0,119.23,0.0,0
15,POR-3000,95.25,1.2844,1.0,1.0,122.35,110.0,0
16,POR-3000,95.27,1.3127,1.0,1.0,125.07,125.0,0
17,POR-3000,95.29,1.3365,1.0,1.0,127.35,125.0,0
18,POR-3000,95.31,1.3553,1.0,1.0,129.17,125.0,0
19,POR-3000,95.33,1.369,1.0,1.0,130.5,0.0,0
20,POR-3000,95.35,1.3772,1.0,1.0,131.31,120.0,0
21,POR-3000,95.36,1.38,1.0,1.0,131.6,115.0,0
22,POR-3000,95.38,1.3772,1.0,1.0,131.36,0.0,0
23,POR-3000,95.4,1.369,1.0,1.0,130.6,500.0,1
24,POR-3000,95.42,1.3553,1.0,1.0,129.32,425.0,1
25,POR-3000,95.44,1.3365,1.0,1.0,127.55,0.0,0
26,POR-3000,95.46,1.3127,1.0,1.0,125.31,130.0,0
27,POR-3000,95.47,1.2844,1.0,1.0,122.63,120.0,0
28,POR-3000,95.49,1.252,1.0,1.0,119.55,0.0,0
29,POR-3000,95.51,1.2159,1.28,1.0,148.64,670.0,1
30,POR-3000,95.53,1.1766,0.92,1.0,103.41,90.0,0
31,POR-3000,95.55,1.1347,1.0,1.0,108.42,100.0,0
32,POR-3000,95.57,1.0909,1.0,1.0,104.26,95.0,0
33,POR-3000,95.58,1.0458,1.0,1.0,99.96,0.0,0
34,POR-3000,95.6,1.0,1.0,1.0,95.6,95.0,0
35,POR-3000,95.62,0.9542,1.0,1.0,91.24,105.0,0
36,POR-3000,95.64,0.9091,1.0,1.0,86.94,75.0,0
37,POR-3000,95.66,0.8653,1.0,1.0,82.77,80.0,0
38,POR-3000,95.67,0.8234,1.0,1.0,78.78,0.0,0
39,POR-3000,95.69,0.7841,1.0,1.0,75.04,75.0,0
40,POR-3000,95.71,0.748,1.0,1.0,71.59,65.0,0
41,POR-3000,95.73,0.7156,1.0,1.0,68.5,0.0,0
42,POR-3000,95.75,0.6873,1.0,1.0,65.8,60.0,0
43,POR-3000,95.77,0.6635,1.0,1.0,63.54,60.0,0
44,POR-3000,95.78,0.6447,1.0,1.0,61.75,55.0,0
45,POR-3000,95.8,0.631,1.0,1.0,60.46,0.0,0
46,POR-3000,95.82,0.6228,1.0,1.0,59.67,55.0,0
47,POR-3000,95.84,0.62,1.0,1.0,59.42,0.0,0
48,POR-3000,95.86,0.6228,1.0,1.0,59.7,0.0,0
49,POR-3000,95.88,0.631,1.0,1.0,60.5,240.0,1
50,POR-3000,95.89,0.6447,1.0,1.0,61.82,224.0,1
51,POR-3000,95.91,0.6635,1.0,1.0,63.64,0.0,0
52,POR-3000,95.93,0.6873,1.0,1.0,65.93,60.0,0
53,POR-3000,95.95,0.7156,1.0,1.0,68.66,80.0,0
54,POR-3000,95.97,0.748,1.0,1.0,71.79,65.0,0
55,POR-3000,95.99,0.7841,1.0,1.0,75.27,100.0,0
56,POR-3000,96.01,0.8234,1.12,1.0,88.54,90.0,0
57,POR-3000,96.02,0.8653,1.0,1.0,83.08,0.0,0
58,POR-3000,96.04,0.9091,1.0,1.0,87.31,0.0,0
59,POR-3000,96.06,0.9542,1.0,1.0,91.66,0.0,0
60,POR-3000,96.08,1.0,1.0,1.0,96.08,95.0,0
61,POR-3000,96.1,1.0458,1.0,1.0,100.5,100.0,0
62,POR-3000,96.12,1.0909,1.0,1.0,104.86,100.0,0
63,POR-3000,96.13,1.1347,1.0,1.0,109.09,315.0,1
64,POR-3000,96.15,1.1766,1.0,1.0,113.13,115.0,0
65,POR-3000,96.17,1.2159,1.0,1.0,116.93,0.0,0
66,POR-3000,96.19,1.252,1.0,1.0,120.43,0.0,0
67,POR-3000,96.21,1.2844,1.0,1.0,123.57,145.0,0
68,POR-3000,96.23,1.3127,1.0,1.0,126.32,415.0,1
69,POR-3000,96.24,1.3365,1.0,1.0,128.63,0.0,0
70,POR-3000,96.26,1.3553,1.0,1.0,130.47,465.0,1
71,POR-3000,96.28,1.369,1.0,1.0,131.8,140.0,0
72,POR-3000,96.3,1.3772,1.0,1.0,132.63,115.0,0
73,POR-3000,96.32,1.38,1.0,1.0,132.92,135.0,0
74,POR-3000,96.34,1.3772,1.0,1.0,132.68,595.0,1
75,POR-3000,96.35,1.369,1.0,1.0,131.91,0.0,0
76,POR-3000,96.37,1.3553,1.0,1.0,130.62,155.0,0
77,POR-3000,96.39,1.3365,1.0,1.0,128.82,0.0,0
78,POR-3000,96.41,1.3127,1.0,1.0,126.56,120.0,0
79,POR-3000,96.43,1.2844,1.0,1.0,123.86,125.0,0
80,POR-3000,96.45,1.252,1.0,1.0,120.75,390.0,1
81,POR-3000,96.47,1.2159,1.28,1.0,150.13,165.0,0
82,POR-3000,96.48,1.1766,0.92,1.0,104.44,0.0,0
83,POR-3000,96.5,1.1347,1.0,1.0,109.51,0.0,0
84,POR-3000,96.52,1.0909,1.0,1.0,105.3,95.0,0
85,POR-3000,96.54,1.0458,1.0,1.0,100.96,100.0,0
86,POR-3000,96.56,1.0,1.0,1.0,96.56,85.0,0
87,POR-3000,96.58,0.9542,1.0,1.0,92.15,85.0,0
88,POR-3000,96.59,0.9091,1.0,1.0,87.81,75.0,0
89,POR-3000,96.61,0.8653,1.0,1.0,83.59,90.0,0
90,POR-3000,96.63,0.8234,1.0,1.0,79.57,80.0,0
91,POR-3000,96.65,0.7841,1.0,1.0,75.79,80.0,0
92,POR-3000,96.67,0.748,1.0,1.0,72.31,0.0,0
93,POR-3000,96.69,0.7156,1.0,1.0,69.19,55.0,0
94,POR-3000,96.71,0.6873,1.0,1.0,66.46,215.0,1
95,POR-3000,96.72,0.6635,1.0,1.0,64.18,145.0,0
96,POR-3000,96.74,0.6447,1.0,1.0,62.37,0.0,0
97,POR-3000,96.76,0.631,1.0,1.0,61.06,0.0,0
98,POR-3000,96.78,0.6228,1.0,1.0,60.27,0.0,0
99,POR-3000,96.8,0.62,1.0,1.0,60.01,210.0,1
100,POR-3000,96.82,0.6228,1.0,1.0,60.29,0.0,0
101,POR-3000,96.84,0.631,1.0,1.0,61.11,0.0,0
102,POR-3000,96.85,0.6447,1.0,1.0,62.44,65.0,0
103,POR-3000,96.87,0.6635,1.0,1.0,64.28,0.0,0
104,POR-3000,96.89,0.6873,1.0,1.0,66.59,0.0,0
105,POR-3000,96.91,0.7156,1.0,1.0,69.35,0.0,0
106,POR-3000,96.93,0.748,1.0,1.0,72.5,0.0,0
107,POR-3000,96.95,0.7841,1.0,1.0,76.02,0.0,0
108,POR-3000,96.97,0.8234,1.0,1.0,79.84,315.0,1
109,POR-3000,96.98,0.8653,1.0,1.0,83.92,270.0,1
110,POR-3000,97.0,0.9091,1.0,1.0,88.18,0.0,0
111,POR-3000,97.02,0.9542,1.12,1.0,103.69,0.0,0
112,POR-3000,97.04,1.0,1.0,1.0,97.04,105.0,0
113,POR-3000,97.06,1.0458,1.0,1.0,101.5,0.0,0
114,POR-3000,97.08,1.0909,1.0,1.0,105.9,305.0,1
115,POR-3000,97.1,1.1347,1.0,1.0,110.18,0.0,0
116,POR-3000,97.11,1.1766,1.0,1.0,114.26,130.0,0
117,POR-3000,97.13,1.2159,1.0,1.0,118.1,90.0,0
118,POR-3000,97.15,1.252,1.0,1.0,121.63,110.0,0
119,POR-3000,97.17,1.2844,1.0,1.0,124.81,90.0,0
120,POR-3000,97.19,1.3127,1.0,1.0,127.58,135.0,0
121,POR-3000,97.21,1.3365,1.0,1.0,129.91,0.0,0
122,POR-3000,97.23,1.3553,1.0,1.0,131.77,460.0,1
123,POR-3000,97.24,1.369,1.0,1.0,133.12,0.0,0
124,POR-3000,97.26,1.3772,1.0,1.0,133.95,555.0,1
125,POR-3000,97.28,1.38,1.0,1.0,134.25,135.0,0
126,POR-3000,97.3,1.3772,1.0,1.0,134.0,120.0,0
127,POR-3000,97.32,1.369,1.0,1.0,133.22,135.0,0
128,POR-3000,97.34,1.3553,1.0,1.0,131.92,0.0,0
129,POR-3000,97.36,1.3365,1.0,1.0,130.11,120.0,0
130,POR-3000,97.37,1.3127,1.0,1.0,127.83,130.0,0
131,POR-3000,97.39,1.2844,1.0,1.0,125.09,0.0,0
132,POR-3000,97.41,1.252,1.0,1.0,121.96,345.0,1
133,POR-3000,97.43,1.2159,1.28,1.0,151.63,150.0,0
134,POR-3000,97.45,1.1766,0.92,1.0,105.49,480.0,1
135,POR-3000,97.47,1.1347,1.0,1.0,110.6,330.0,1
136,POR-3000,97.49,1.0909,1.0,1.0,106.35,0.0,0
137,POR-3000,97.5,1.0458,1.0,1.0,101.97,85.0,0
138,POR-3000,97.52,1.0,1.0,1.0,97.52,0.0,0
139,POR-3000,97.54,0.9542,1.0,1.0,93.07,180.0,1
140,POR-3000,97.56,0.9091,1.0,1.0,88.69,110.0,0
141,POR-3000,97.58,0.8653,1.0,1.0,84.43,0.0,0
142,POR-3000,97.6,0.8234,1.0,1.0,80.36,80.0,0
143,POR-3000,97.62,0.7841,1.0,1.0,76.54,0.0,0
144,POR-3000,97.64,0.748,1.0,1.0,73.03,75.0,0
145,POR-3000,97.65,0.7156,1.0,1.0,69.88,150.0,0
146,POR-3000,97.67,0.6873,1.0,1.0,67.13,0.0,0
147,POR-3000,97.69,0.6635,1.0,1.0,64.82,0.0,0
148,POR-3000,97.71,0.6447,1.0,1.0,62.99,85.0,0
149,POR-3000,97.73,0.631,1.0,1.0,61.67,0.0,0
150,POR-3000,97.75,0.6228,1.0,1.0,60.87,0.0,0
151,POR-3000,97.77,0.62,1.0,1.0,60.62,55.0,0
152,POR-3000,97.78,0.6228,1.0,1.0,60.9,55.0,1
153,POR-3000,97.8,0.631,1.0,1.0,61.72,93.0,1
154,POR-3000,97.82,0.6447,1.0,1.0,63.07,291.0,1
155,POR-3000,97.84,0.6635,1.0,1.0,64.92,310.0,1
156,POR-3000,97.86,0.6873,1.0,1.0,67.26,70.0,0
157,POR-3000,97.88,0.7156,1.0,1.0,70.04,65.0,0
158,POR-3000,97.9,0.748,1.0,1.0,73.23,225.0,1
159,POR-3000,97.92,0.7841,1.0,1.0,76.78,65.0,0
160,POR-3000,97.93,0.8234,1.0,1.0,80.64,245.0,1
161,POR-3000,97.95,0.8653,1.12,1.0,94.92,0.0,0
162,POR-3000,97.97,0.9091,1.0,1.0,89.06,75.0,0
163,POR-3000,97.99,0.9542,1.0,1.0,93.5,80.0,0
164,POR-3000,98.01,1.0,1.0,1.0,98.01,405.0,1
165,POR-3000,98.03,1.0458,1.0,1.0,102.52,0.0,0
166,POR-3000,98.05,1.0909,1.0,1.0,106.96,300.0,1
167,POR-3000,98.07,1.1347,1.0,1.0,111.28,0.0,0
168,POR-3000,98.08,1.1766,1.0,1.0,115.41,0.0,0
169,POR-3000,98.1,1.2159,1.0,1.0,119.28,110.0,0
170,POR-3000,98.12,1.252,1.0,1.0,122.85,120.0,0
171,POR-3000,98.14,1.2844,1.0,1.0,126.06,125.0,0
172,POR-3000,98.16,1.3127,1.0,1.0,128.86,0.0,0
173,POR-3000,98.18,1.3365,1.0,1.0,131.21,130.0,0
174,POR-3000,98.2,1.3553,1.0,1.0,133.09,435.0,1
175,POR-3000,98.22,1.369,1.0,1.0,134.45,0.0,0
176,POR-3000,98.24,1.3772,1.0,1.0,135.29,140.0,0
177,POR-3000,98.25,1.38,1.0,1.0,135.59,0.0,0
178,POR-3000,98.27,1.3772,1.0,1.0,135.34,120.0,0
179,POR-3000,98.29,1.369,1.0,1.0,134.56,395.0,1
180,POR-3000,98.31,1.3553,1.0,1.0,133.24,0.0,0
181,POR-3000,98.33,1.3365,1.0,1.0,131.41,0.0,0
182,POR-3000,98.35,1.3127,1.0,1.0,129.1,115.0,0
